Reaction_Time,Accuracy,Matches_Played,Win_Rate,Avg_Damage,Team_Communication,Tilt_Rate,Tournament_Experience,Game_Type,Region,Playstyle,Contract_Signed
331,96,432,69.06085768993506,363,8,0.24755112178033767,6,FPS,NA,Aggressive,0
225,95,1042,37.778987248658034,1181,1,0.06356150799705007,7,MOBA,Europe,Balanced,0
197,92,225,44.769665828765696,1104,5,0.6954872272749157,1,MOBA,Asia,Balanced,0
144,68,898,82.85872849753585,811,7,0.8046923829721138,8,BattleRoyale,Europe,Defensive,1
187,77,784,44.76285916357452,1063,8,0.7277154473118853,6,FPS,Asia,Defensive,1
255,60,911,70.32889124331757,882,7,0.6105810628756403,9,BattleRoyale,NA,Defensive,1
169,81,970,46.45802116969193,1176,9,0.8368663030989932,6,BattleRoyale,Asia,Aggressive,1
280,70,1131,94.71059392405606,1031,2,0.34512597746964246,5,BattleRoyale,Asia,Balanced,0
153,53,1098,93.82352144001842,227,8,0.1716018188471361,11,MOBA,Asia,Aggressive,1
195,90,1018,51.57697338051975,517,3,0.8140405104037592,3,FPS,Asia,Balanced,0
211,89,863,89.25377706185407,915,5,0.5648850049857804,3,FPS,Asia,Defensive,0
188,76,832,89.19374656548499,972,3,0.27404061710261485,2,BattleRoyale,Asia,Aggressive,1
215,82,738,43.26791595159314,546,7,0.9112937373463934,11,BattleRoyale,Asia,Balanced,1
245,89,799,54.41493395202823,859,2,0.34796483858964633,6,MOBA,Europe,Balanced,0
181,63,210,42.245438889418054,757,7,0.9668559367004331,7,FPS,Asia,Defensive,0
214,57,1182,44.859499943569105,1149,3,0.7483987315138576,6,BattleRoyale,NA,Aggressive,0
198,76,767,64.21721533771844,615,2,0.322444611255829,6,MOBA,Asia,Balanced,0
228,96,578,62.64315731260987,791,9,0.9576820602364998,3,FPS,NA,Aggressive,1
291,74,1133,59.3633631464564,373,7,0.006813076254977513,8,BattleRoyale,Europe,Defensive,1
196,77,835,42.92476483525384,298,1,0.30998456370732375,11,MOBA,Asia,Aggressive,1
264,98,769,64.67405554494067,398,3,0.8599792363879802,2,FPS,Europe,Aggressive,0
233,67,493,91.52398344686031,764,6,0.2435457397930082,7,FPS,NA,Aggressive,1
242,79,662,53.39067748182845,853,1,0.7041932041531608,10,BattleRoyale,Asia,Aggressive,0
274,79,1177,74.68805857831578,1100,7,0.7548544505325782,4,MOBA,Asia,Aggressive,0
344,71,104,44.98801616620041,1002,4,0.37574743256551135,4,FPS,Asia,Balanced,0
244,61,492,78.90744738132939,641,9,0.21261223519163175,3,MOBA,NA,Defensive,1
217,84,343,67.44437831588345,756,3,0.39787592940053695,11,BattleRoyale,Europe,Aggressive,1
128,97,1036,89.6447607395379,1156,5,0.12235500523474652,9,MOBA,NA,Aggressive,1
300,56,229,35.0685079526052,386,9,0.5179753307551851,9,FPS,NA,Balanced,0
214,55,1167,72.67658246105749,770,3,0.953592313586344,1,MOBA,Asia,Balanced,0
217,59,268,57.39357718264563,596,8,0.8843829928388228,2,BattleRoyale,NA,Balanced,0
327,60,391,54.01652624767097,584,3,0.5971661489322249,8,BattleRoyale,NA,Balanced,0
270,63,799,51.65205606534796,840,5,0.643189257421453,0,FPS,Asia,Balanced,0
304,51,586,88.65829726576814,894,6,0.5860661345749676,4,FPS,NA,Defensive,0
301,85,81,46.41888910056562,430,5,0.7185056066948279,10,MOBA,Europe,Defensive,0
154,55,518,71.0510730838032,323,4,0.21868383498256005,5,FPS,Asia,Defensive,1
132,54,900,31.704661601337286,255,4,0.28377899202678536,2,BattleRoyale,Asia,Aggressive,0
124,61,771,92.61989863443296,642,9,0.12127297184611663,8,BattleRoyale,NA,Balanced,1
164,98,809,82.1305793247925,821,3,0.47060913793777037,5,BattleRoyale,Europe,Balanced,1
175,68,58,74.81864461811654,333,2,0.1435626747254687,4,MOBA,Europe,Balanced,1
140,59,397,63.72362996709501,869,8,0.43290225726128206,2,FPS,Europe,Defensive,1
163,54,436,53.40117449347065,510,8,0.6639057536995094,10,MOBA,Asia,Defensive,1
297,77,874,58.319709912693995,960,6,0.45981752460928194,8,FPS,Asia,Aggressive,1
138,98,1015,72.85016305339671,305,6,0.8936077363178243,5,MOBA,Asia,Aggressive,1
304,75,234,63.06786340798386,1022,5,0.13473680342016492,4,BattleRoyale,Europe,Aggressive,0
269,52,1089,88.0814747961791,1084,9,0.40019955197536417,0,BattleRoyale,Europe,Balanced,1
298,89,729,51.112433565721894,550,2,0.9741133040526818,2,FPS,Europe,Aggressive,0
241,91,1192,86.10777230846648,559,9,0.13626968812082008,2,BattleRoyale,Asia,Defensive,1
270,66,610,49.557999793348095,942,1,0.5640222946626073,7,BattleRoyale,Europe,Balanced,0
138,51,121,39.42552720632073,844,8,0.5457749890132909,1,MOBA,Asia,Aggressive,0
317,94,745,38.270653210088454,745,9,0.9220196146059793,3,FPS,Europe,Balanced,0
223,84,74,47.27077924052489,462,7,0.8670816542651316,2,MOBA,Asia,Balanced,0
125,80,1049,89.61050617116085,732,5,0.615669903980455,0,MOBA,Europe,Defensive,1
253,55,69,82.0277401931448,565,4,0.9894224573269682,5,BattleRoyale,NA,Balanced,0
190,96,196,77.79834531008413,976,8,0.11994164304679877,3,FPS,Europe,Balanced,1
343,88,1139,49.921774140436895,669,4,0.701028287295435,1,BattleRoyale,Europe,Aggressive,0
277,76,540,44.07583260448996,618,9,0.7343237893980553,0,BattleRoyale,NA,Balanced,0
264,61,994,53.510544497849295,849,7,0.4147286646135757,8,MOBA,NA,Aggressive,1
290,53,386,73.42558577662143,792,5,0.9005144436468935,11,FPS,Europe,Aggressive,1
294,83,901,40.54986057208575,309,9,0.1939419426151826,9,FPS,Asia,Balanced,1
188,74,160,64.34413793027045,917,4,0.013348183284039972,7,BattleRoyale,Asia,Aggressive,1
222,99,967,53.964514612603054,530,9,0.01791650449666482,5,MOBA,Asia,Defensive,1
325,64,77,79.38367709342197,881,7,0.30611906344292017,8,MOBA,Europe,Aggressive,1
314,99,222,71.86083288051388,640,1,0.8134865846090233,11,MOBA,Asia,Defensive,0
260,67,986,39.70135853782224,365,9,0.7968698262200972,1,FPS,NA,Aggressive,0
174,82,1081,50.08243530714605,626,7,0.530609921386646,3,FPS,Europe,Balanced,0
208,51,809,82.51507676280917,835,2,0.38440376108080077,6,MOBA,Asia,Aggressive,0
211,86,824,87.6638289214221,850,1,0.884159422895774,6,BattleRoyale,NA,Aggressive,0
303,98,691,63.220333582033824,768,7,0.928037267533957,0,BattleRoyale,Asia,Aggressive,0
136,74,274,83.76330483837403,239,5,0.6261517502457625,7,BattleRoyale,NA,Aggressive,1
244,75,1028,43.68943843356553,815,2,0.9296576320792101,8,BattleRoyale,Europe,Balanced,0
253,70,99,56.39343917924996,347,1,0.4465126077368422,9,BattleRoyale,Asia,Defensive,0
224,71,202,71.8247251948857,453,6,0.6284867158346595,7,FPS,Europe,Aggressive,0
213,71,605,31.803534833113297,842,4,0.3626342202176738,1,BattleRoyale,Europe,Aggressive,0
193,64,60,64.4216724469687,834,8,0.6618776217067496,9,FPS,Asia,Balanced,1
292,76,667,85.42858402425647,571,9,0.900533624111387,5,BattleRoyale,NA,Balanced,1
303,63,752,43.65360009546211,827,9,0.5388086224240601,8,MOBA,Asia,Aggressive,0
159,78,377,30.765719839403943,348,1,0.44821128180796854,10,MOBA,Europe,Aggressive,1
326,50,252,72.09847015000602,683,3,0.7183125961520168,5,MOBA,NA,Balanced,0
318,61,321,72.93907168089818,425,1,0.28150668068147255,8,BattleRoyale,Europe,Balanced,0
310,99,257,45.77301572761001,709,5,0.5800865650683515,9,FPS,Europe,Balanced,0
250,51,1019,51.21720500031927,284,9,0.5701136135066963,8,MOBA,NA,Aggressive,1
157,87,726,52.36055243919917,259,7,0.25770294766575175,7,FPS,Asia,Balanced,1
206,58,235,35.41649463745304,913,7,0.08311311551520073,6,BattleRoyale,NA,Defensive,1
166,91,108,78.36930891002001,1070,3,0.24314155785515734,2,MOBA,Asia,Aggressive,1
129,85,1066,43.93337892364553,231,5,0.047702494511321136,1,MOBA,NA,Balanced,0
283,75,121,80.17236696581259,521,9,0.13202015044548476,4,MOBA,Europe,Aggressive,1
135,60,538,72.3398850533075,1025,4,0.604098913580751,11,FPS,Europe,Aggressive,1
268,74,935,36.74150615217235,532,1,0.06404246494535781,1,BattleRoyale,NA,Balanced,0
280,82,801,78.61756596026594,613,9,0.8205739885201023,9,FPS,Europe,Balanced,1
219,55,870,39.345925673103274,253,1,0.12735297991556171,11,FPS,Asia,Balanced,0
269,60,668,72.7874400238987,451,6,0.08174239652943904,2,MOBA,Asia,Aggressive,0
318,54,150,35.044210239918975,903,2,0.03052016814939973,9,FPS,Asia,Defensive,0
332,50,302,67.74355047357324,633,2,0.3037244274143832,6,BattleRoyale,Europe,Defensive,0
248,68,289,58.87479546694116,1128,6,0.573556718199879,8,BattleRoyale,Europe,Balanced,0
332,74,1047,64.0697006445894,664,2,0.4616659132107821,4,MOBA,NA,Balanced,0
153,88,116,78.66005449748438,650,9,0.7201474650507618,7,MOBA,Europe,Balanced,1
141,50,780,77.98892452084712,1116,7,0.9187672516204414,7,FPS,Europe,Balanced,1
186,50,608,32.957194206949424,682,6,0.7277292663102038,1,FPS,NA,Defensive,0
131,75,253,40.61390721232266,387,2,0.2672261766726609,7,FPS,NA,Defensive,0
167,59,1042,93.83083035231815,1027,2,0.03693193860559085,0,FPS,Asia,Balanced,0
259,98,573,58.55589941018809,1146,4,0.6671019723025177,5,BattleRoyale,NA,Defensive,0
156,87,588,83.40834364606675,616,4,0.07193279096001792,2,FPS,Europe,Aggressive,1
320,76,342,65.79588919949661,364,5,0.5322267373130664,10,FPS,Europe,Balanced,0
291,94,585,80.26142728707876,865,4,0.3620294620859168,7,MOBA,Europe,Aggressive,0
319,84,153,34.601647040357086,736,7,0.6269476728102717,9,MOBA,Europe,Balanced,0
173,59,67,62.60267813594317,624,9,0.8242535499531436,0,MOBA,Asia,Balanced,0
127,69,514,78.90378893011055,831,2,0.5296733622377431,5,MOBA,Europe,Aggressive,1
269,87,102,56.99222860926004,1184,1,0.6092706154406238,2,FPS,Europe,Aggressive,0
246,66,392,76.49267502063293,971,6,0.7882812943187691,8,MOBA,NA,Balanced,1
139,71,526,84.01686993747404,1070,8,0.32736587002177087,0,FPS,Asia,Balanced,1
206,80,81,82.93193397195219,930,3,0.6328624603201213,3,MOBA,NA,Balanced,0
165,93,376,43.35158905378997,485,5,0.07052741613205793,6,FPS,Europe,Balanced,1
298,55,71,88.97396397996224,680,4,0.31411289565398015,8,BattleRoyale,NA,Balanced,1
347,77,678,67.84586587449499,622,4,0.47772343228367475,4,FPS,NA,Aggressive,0
246,88,1142,41.91970525527647,293,1,0.9590736440934854,5,BattleRoyale,Europe,Aggressive,0
201,55,778,81.52177910710161,661,7,0.1679342493924385,7,FPS,NA,Defensive,1
153,63,341,46.533268146066305,906,4,0.7468635074675172,8,BattleRoyale,Europe,Defensive,1
128,53,369,51.63400221586072,282,2,0.7701481431440651,8,FPS,Europe,Balanced,0
236,69,539,57.05894684151845,695,8,0.47372779090629913,10,BattleRoyale,Asia,Aggressive,1
327,94,876,62.852106327995564,553,8,0.14865018536368657,8,BattleRoyale,Europe,Balanced,1
322,59,757,41.20690688509862,673,2,0.19007190252250028,2,FPS,NA,Aggressive,0
138,60,109,85.25068561711666,959,7,0.30345465237899005,6,FPS,Asia,Balanced,1
339,93,347,83.28936919874793,468,4,0.6185087524841038,9,FPS,NA,Balanced,0
307,88,881,49.82084764325778,737,3,0.0007803252960796314,4,FPS,Asia,Balanced,0
201,75,772,93.0677985226977,290,4,0.7848111148569006,1,FPS,Europe,Defensive,0
338,86,922,33.831421559822914,1011,7,0.2388877392356098,0,BattleRoyale,Asia,Balanced,0
223,57,821,37.94322861892001,817,5,0.6434383049039654,8,MOBA,NA,Aggressive,1
248,94,1107,79.79175820711956,1198,6,0.7719536291610974,4,BattleRoyale,NA,Aggressive,1
192,52,936,45.76558032375168,332,1,0.16090711637926114,11,MOBA,NA,Balanced,0
261,78,139,43.55904940997907,296,7,0.87107879659732,2,MOBA,Europe,Aggressive,0
272,89,605,31.455690305194302,600,8,0.5534916215212122,7,FPS,NA,Balanced,0
132,62,297,51.385869421454515,864,3,0.9677288108808958,9,MOBA,Europe,Aggressive,1
297,66,1078,34.877323727334684,1128,9,0.9848057262517251,9,BattleRoyale,Asia,Balanced,0
346,80,382,71.45313403686515,730,1,0.6318063580968931,0,MOBA,Asia,Defensive,0
315,76,276,30.405879389515015,610,2,0.22603290207922322,7,BattleRoyale,NA,Balanced,0
244,58,1181,58.37913347180918,639,2,0.9980559950860645,7,MOBA,Europe,Balanced,0
216,68,1173,87.56056589278589,889,9,0.8102181427907709,11,MOBA,Asia,Balanced,1
338,84,572,66.70164881466424,521,2,0.9785123231529083,7,FPS,NA,Aggressive,0
201,66,394,51.425667027482504,237,1,0.6303913226300322,8,BattleRoyale,Europe,Balanced,0
323,73,241,37.04448434485169,789,3,0.514264080191864,0,BattleRoyale,NA,Defensive,0
249,73,1022,92.03046538600051,391,8,0.942780644495764,0,BattleRoyale,Europe,Aggressive,0
157,53,387,31.192786206167533,200,7,0.7314415715595151,6,BattleRoyale,Europe,Balanced,1
157,97,208,62.482937445184476,884,9,0.21195732124636035,2,MOBA,Europe,Aggressive,1
302,71,648,53.95685628478404,764,6,0.6301624027361299,10,BattleRoyale,NA,Defensive,1
321,99,1048,79.97347083108579,328,5,0.5870493544664646,3,FPS,Europe,Aggressive,0
211,78,204,68.37062152670612,988,4,0.822481412051891,6,BattleRoyale,Asia,Balanced,0
331,67,689,91.00108495875043,717,2,0.162399071249275,4,MOBA,Europe,Aggressive,0
163,99,1139,91.87404273117468,960,9,0.858004664846106,3,BattleRoyale,Europe,Balanced,1
298,70,633,77.27072513155477,769,8,0.854223791996155,11,MOBA,NA,Defensive,1
204,91,919,60.97218574070479,366,7,0.11636776767216084,2,MOBA,Asia,Defensive,1
314,95,153,64.70286629240978,596,9,0.11770249563792612,5,FPS,Europe,Defensive,1
231,55,783,89.72623341976927,672,5,0.41236044134117245,0,FPS,Asia,Balanced,0
256,69,684,77.84099098232464,1192,3,0.3288630270780103,6,BattleRoyale,Europe,Aggressive,0
182,82,911,78.6691246172859,667,9,0.7526746310814033,7,BattleRoyale,Europe,Aggressive,1
204,84,377,91.08590143342639,413,4,0.06569951615507885,9,MOBA,Asia,Balanced,1
177,97,761,54.22994223836915,969,5,0.5347668262521449,11,BattleRoyale,NA,Balanced,1
247,89,150,83.97041884262084,741,8,0.25143193924914586,3,MOBA,NA,Balanced,1
296,95,535,78.99495344500838,315,3,0.83898384521372,7,FPS,Europe,Aggressive,0
322,85,62,54.94016808591264,1145,9,0.49406261629813575,11,FPS,Asia,Aggressive,1
280,78,397,79.07836120315137,455,5,0.5958436380525208,2,FPS,Asia,Balanced,0
242,64,578,36.950356355421654,384,2,0.04963364791694558,3,BattleRoyale,Europe,Aggressive,0
186,60,1185,31.162678461766163,230,9,0.9088098158234799,6,BattleRoyale,Asia,Defensive,0
270,54,681,86.80375115418843,725,4,0.4058927623506906,11,BattleRoyale,NA,Aggressive,1
244,57,169,93.51539236926347,935,3,0.7165219331054828,5,FPS,NA,Balanced,0
315,91,716,58.13010810867614,811,2,0.21535890214085818,9,BattleRoyale,Europe,Balanced,0
289,50,454,55.334363290599015,710,3,0.503272424526529,5,FPS,Europe,Balanced,0
148,75,146,44.73858185301839,927,1,0.800287767821683,5,FPS,Asia,Balanced,0
301,52,359,90.89321136852516,315,1,0.3290514547124965,5,FPS,NA,Defensive,0
199,67,789,46.927248869947704,819,6,0.3200741476132235,10,FPS,Europe,Aggressive,1
293,78,1130,71.99414649343078,1065,6,0.6532410985160805,4,FPS,Europe,Balanced,0
222,78,1048,83.01373571408612,938,2,0.19585287764808745,5,FPS,Europe,Balanced,1
193,67,899,59.44158712356451,699,9,0.5966072504338128,10,MOBA,Asia,Defensive,1
225,76,799,92.26014147071277,372,4,0.5622621782048515,4,FPS,Europe,Defensive,1
161,75,740,53.76624912693659,884,9,0.8885872875421281,1,MOBA,NA,Balanced,1
156,76,1178,80.47548348195936,989,3,0.2975352290314034,3,FPS,NA,Defensive,1
288,68,541,43.925639842303056,863,8,0.1749503239001038,2,BattleRoyale,Asia,Balanced,0
132,89,299,61.27040996410638,604,3,0.43550549212328993,11,BattleRoyale,NA,Aggressive,1
218,52,593,75.41619608241976,590,3,0.5663736545980349,9,FPS,NA,Defensive,0
284,93,603,46.43533445022804,1156,7,0.12970739879737547,0,BattleRoyale,Europe,Aggressive,0
206,50,218,84.16138913540894,884,2,0.39616795310524233,3,FPS,NA,Aggressive,0
317,92,239,91.11210400782315,693,2,0.29366202894031945,1,FPS,Europe,Aggressive,0
179,66,1033,48.79180936775856,495,6,0.3642284211675346,11,MOBA,Europe,Balanced,1
199,93,354,62.121319098399994,972,9,0.37263167568206135,0,BattleRoyale,Europe,Defensive,1
251,50,267,31.094721806071735,986,9,0.26501437648134596,3,FPS,NA,Aggressive,0
285,74,330,56.28091730422886,408,4,0.3525376365472106,9,MOBA,Europe,Aggressive,1
234,68,447,68.83556197013954,863,6,0.82496312669617,11,FPS,Asia,Balanced,1
206,66,774,40.52119293269641,661,8,0.6704319148091415,7,BattleRoyale,Europe,Aggressive,1
294,94,1188,93.55341794634656,1072,7,0.5668020307297095,0,FPS,NA,Balanced,0
134,50,443,41.4067088370691,469,1,0.5602067725707474,2,FPS,Asia,Aggressive,0
348,56,1148,62.88585057670063,779,8,0.5411503529567265,7,MOBA,Asia,Aggressive,0
267,98,636,30.611726099776508,228,4,0.6195007688964014,11,FPS,NA,Balanced,0
298,80,338,49.380350707480865,562,8,0.4402935211160153,4,FPS,NA,Balanced,0
228,69,251,82.2356278342495,935,9,0.2762036748914102,7,FPS,NA,Defensive,1
157,87,870,56.523866925270326,922,3,0.40041282329315153,10,MOBA,Asia,Aggressive,1
177,57,290,85.70107048349107,960,2,0.9077644486671413,11,MOBA,Asia,Aggressive,1
207,92,1077,83.26397793526868,401,3,0.3693791207038727,5,MOBA,NA,Balanced,1
189,78,765,58.219896916386396,336,8,0.11041363920404079,0,BattleRoyale,Europe,Defensive,1
336,77,164,40.13220136693993,940,4,0.7141840761391157,10,FPS,Asia,Aggressive,0
131,65,82,82.62675322327866,526,8,0.9172826304159274,10,MOBA,NA,Aggressive,1
146,61,1057,89.85840513795615,1069,1,0.12677876739316707,8,MOBA,Europe,Aggressive,1
154,81,189,45.849975661235995,912,8,0.5867620325493929,11,MOBA,Asia,Defensive,1
200,88,276,34.880659306273564,547,3,0.09164060866346002,2,FPS,Asia,Aggressive,0
161,75,358,84.88613154893798,1044,7,0.15313191559714434,3,BattleRoyale,Europe,Defensive,1
203,85,917,69.53663742306219,421,8,0.489569855934024,1,MOBA,Asia,Aggressive,0
154,72,1162,46.88648743442475,631,9,0.33671577480705717,0,BattleRoyale,Asia,Aggressive,0
311,67,867,41.202715211440754,295,1,0.3165639145977607,2,BattleRoyale,Asia,Aggressive,0
194,53,837,62.30249732911374,821,3,0.33397714772407283,0,FPS,NA,Balanced,0
188,75,1152,90.26321734507775,291,5,0.1758000961000007,1,FPS,Asia,Defensive,1
315,56,265,40.865378884429504,1037,5,0.23938571740140024,6,MOBA,Asia,Aggressive,0
124,56,88,76.94674436717207,717,1,0.16056503259743848,9,BattleRoyale,NA,Balanced,1
224,56,663,46.449505981283394,783,6,0.34127644988003425,5,FPS,Asia,Aggressive,0
255,62,453,68.45931381449371,740,4,0.004888018519724979,1,FPS,NA,Defensive,0
178,98,431,58.95290408107681,319,3,0.6045497965681067,6,FPS,Asia,Aggressive,1
232,79,825,66.81700095402894,610,2,0.8940339796729964,7,FPS,Europe,Aggressive,0
122,98,313,38.786747049414146,978,4,0.7333239561993501,5,FPS,NA,Balanced,1
159,72,615,86.09377802742846,845,3,0.6175193169901163,6,FPS,NA,Balanced,1
304,71,353,94.00344339971879,764,7,0.7763638139757657,0,FPS,Europe,Aggressive,0
194,60,1058,62.295040766296246,743,9,0.30775403193099826,5,FPS,Europe,Aggressive,1
192,60,1052,56.209026537118376,825,8,0.18717657945515132,5,FPS,Europe,Defensive,1
213,53,909,81.35850270291523,362,8,0.05740590120899691,1,MOBA,Europe,Aggressive,1
124,67,538,40.937164988164795,216,3,0.3357872923807411,5,FPS,NA,Balanced,1
120,86,592,34.56930705974077,1151,6,0.4690268631235758,2,FPS,Asia,Aggressive,1
300,71,1130,76.55571111177989,474,7,0.49251316269318435,9,BattleRoyale,Asia,Aggressive,1
233,81,613,65.51962570282934,878,4,0.045812639982013126,7,MOBA,Asia,Aggressive,1
335,90,142,71.07486222699048,1162,8,0.49951023922656823,11,BattleRoyale,Europe,Defensive,1
140,75,1088,31.875840080825597,646,9,0.3391817532616769,7,BattleRoyale,Asia,Defensive,1
244,63,883,86.12359086980013,1187,6,0.035298986650261543,3,FPS,Europe,Balanced,0
341,59,992,73.38765253866364,469,7,0.17585490136016524,9,MOBA,NA,Balanced,1
241,66,552,37.28529549051892,235,8,0.1566130427704121,3,MOBA,NA,Aggressive,0
151,97,396,72.96423646176763,712,1,0.042522245520771884,0,MOBA,Europe,Defensive,0
232,59,540,93.70292582233793,968,8,0.17239875145641403,2,BattleRoyale,Europe,Defensive,0
169,69,866,46.72454874778647,464,3,0.6949980397889352,0,FPS,Asia,Aggressive,0
232,63,1058,91.34907455786188,545,6,0.8233262951131507,1,BattleRoyale,Asia,Balanced,0
270,83,1073,92.38765018932108,1018,6,0.9609643985680114,6,FPS,NA,Balanced,1
278,80,515,84.70077518082891,307,2,0.852338044161106,8,BattleRoyale,Asia,Aggressive,0
234,67,1077,61.76522640599938,709,2,0.8586229429920134,6,BattleRoyale,Asia,Balanced,0
184,60,788,59.00042414756662,889,5,0.18969470422266865,11,FPS,Asia,Defensive,1
282,71,696,53.5228935154141,604,9,0.8559228176303759,2,BattleRoyale,NA,Aggressive,0
204,99,209,81.08414456232506,755,3,0.25854889776687695,0,BattleRoyale,Asia,Aggressive,0
199,50,194,39.80777680377641,431,7,0.6586411942341217,5,MOBA,Asia,Defensive,0
268,58,107,64.64534158371814,961,3,0.32091619995050635,1,MOBA,Asia,Defensive,0
265,85,554,65.52896378647759,238,8,0.7974573532621553,3,FPS,Asia,Aggressive,1
258,83,63,90.52699509398153,731,5,0.8162391143818585,11,MOBA,Europe,Defensive,1
120,76,975,89.05661912700205,462,5,0.8782023925047651,3,MOBA,Asia,Aggressive,1
248,84,1095,61.37398927992351,394,6,0.7064420977258477,10,BattleRoyale,NA,Defensive,1
346,91,77,68.87750192738123,1079,8,0.7933749838696221,10,MOBA,NA,Aggressive,1
283,90,632,75.94651200371146,902,2,0.9234315457188701,2,FPS,Europe,Balanced,0
239,87,732,65.31181508001646,203,8,0.4944048212969484,5,MOBA,Europe,Aggressive,1
238,68,76,48.41818977294771,759,6,0.7379560684554468,8,MOBA,Asia,Aggressive,1
276,68,475,40.33831210883858,956,9,0.45264347662960513,10,FPS,Asia,Balanced,1
289,69,1055,66.58179616509659,702,3,0.5989329188017747,11,MOBA,NA,Balanced,0
155,93,328,58.395028484533384,406,2,0.41339292753234924,10,FPS,Europe,Defensive,1
205,86,996,47.57411839588552,921,9,0.5282387498842183,0,BattleRoyale,NA,Defensive,0
293,74,134,52.39656606463246,465,6,0.7104229135172501,2,FPS,Europe,Balanced,0
208,81,230,32.75932972696868,576,1,0.7625744891984576,5,MOBA,Asia,Aggressive,0
308,50,199,66.07851000255528,1128,3,0.6867166179802118,6,MOBA,Asia,Balanced,0
334,87,284,34.95771337138062,450,4,0.7326750541661983,1,MOBA,Europe,Balanced,0
207,65,957,36.919056888358,950,2,0.983370843659508,11,MOBA,Asia,Balanced,0
340,88,124,80.18647626318402,240,1,0.6949623787618275,9,MOBA,NA,Aggressive,0
259,84,178,37.06469480686401,1101,5,0.8545463216546056,0,MOBA,NA,Aggressive,0
240,55,673,75.4038813230504,731,4,0.3398835857981978,2,MOBA,NA,Aggressive,0
131,90,946,61.82142424491313,332,3,0.7339510753985286,3,MOBA,Europe,Aggressive,0
237,90,985,45.80816080460236,246,7,0.6126526771708289,10,MOBA,NA,Aggressive,1
270,95,124,67.10910292151311,628,1,0.950485243185726,1,BattleRoyale,NA,Defensive,0
276,79,492,63.93337750415532,447,8,0.06277005448492545,1,BattleRoyale,NA,Aggressive,0
284,60,71,89.18177073330648,1130,4,0.7965159705238599,5,FPS,NA,Aggressive,0
186,79,610,92.6906504730488,621,5,0.4773781683985102,9,FPS,Asia,Balanced,1
213,86,253,60.2248600979086,689,5,0.8709551124257572,0,MOBA,Europe,Aggressive,0
223,80,578,53.70743067520788,337,9,0.9214330837629126,1,FPS,Asia,Aggressive,0
225,95,832,68.10503440048201,726,7,0.8758729502087387,10,BattleRoyale,Europe,Balanced,1
174,80,897,37.29593217982635,542,5,0.06520032934429376,8,FPS,NA,Aggressive,1
290,60,1180,64.30579845894725,970,4,0.991983791756413,10,FPS,Asia,Aggressive,0
256,53,1129,36.50155020802962,513,4,0.6848143966806821,3,MOBA,Asia,Balanced,0
286,95,129,47.88818122510071,596,1,0.3299671388206843,9,FPS,Europe,Balanced,0
210,95,1094,79.27636903803842,203,2,0.7665179274716026,8,FPS,Asia,Defensive,1
265,76,585,80.07223091197858,1009,5,0.06180530437236431,2,MOBA,Asia,Balanced,0
264,55,742,61.01170298298714,358,4,0.11491534216128807,6,BattleRoyale,Asia,Balanced,0
191,99,952,92.6485147746242,697,1,0.7558999528702989,11,FPS,Europe,Balanced,1
238,67,938,39.86289277678065,800,2,0.25722496921925764,8,BattleRoyale,Europe,Defensive,0
176,93,803,50.32751361213293,573,8,0.7198075320518237,11,FPS,NA,Aggressive,1
124,78,126,68.51043296280987,555,8,0.6500008340212652,11,FPS,Asia,Defensive,1
294,54,343,58.9808493620039,570,8,0.9167946858001591,7,BattleRoyale,NA,Balanced,0
187,79,729,72.14032804964272,1133,4,0.587412458736694,2,MOBA,NA,Aggressive,1
335,50,1060,35.75887070678205,986,3,0.5001071611077895,3,BattleRoyale,Asia,Aggressive,0
294,72,51,76.74867607300001,1092,5,0.593818465221597,0,MOBA,Asia,Balanced,0
148,96,134,40.58652089597054,1177,7,0.9024914139950888,3,FPS,NA,Balanced,1
292,88,162,47.57430839941711,1137,1,0.9489303935457164,6,FPS,Europe,Balanced,0
156,67,1098,41.67502788540963,766,8,0.23429868546421284,2,FPS,NA,Balanced,0
151,52,272,76.82710138426421,820,8,0.843297168357111,0,MOBA,Europe,Defensive,1
168,51,146,32.58392042436397,1164,2,0.596332800586262,9,FPS,Asia,Aggressive,0
160,90,693,93.5101166886501,824,8,0.7696912958017555,10,BattleRoyale,Europe,Balanced,1
242,51,302,54.27930686562033,288,1,0.45380473551011224,9,MOBA,Europe,Aggressive,0
269,87,277,45.12296329534937,380,2,0.00987890913070466,0,FPS,Europe,Balanced,0
307,54,828,51.20815386140033,639,6,0.15846680803693047,9,MOBA,NA,Balanced,0
184,85,1004,62.22053049793502,619,9,0.16047733948091725,1,MOBA,Asia,Defensive,1
148,85,623,44.95783017876091,290,7,0.8660598619037833,5,FPS,NA,Defensive,1
127,70,67,79.51516770412576,356,9,0.253930651672309,3,BattleRoyale,Asia,Aggressive,1
163,81,264,79.09590750130332,234,6,0.7522954571451772,2,FPS,Asia,Balanced,1
210,74,318,70.89165749409656,799,8,0.32152915842058716,7,FPS,Europe,Balanced,1
253,51,218,88.89504914904768,203,3,0.8101419853150078,10,MOBA,Asia,Aggressive,0
196,93,94,76.94392724235131,1136,4,0.8817153924445641,10,BattleRoyale,NA,Balanced,1
185,93,853,40.42573221788953,342,5,0.08869090948478364,1,MOBA,Europe,Balanced,0
