Creator_Experience_Years,Videos_Per_Month,Avg_Watch_Time_Min,Content_Quality_Score,Niche_Competition,Thumbnail_ClickRate,Upload_Consistency,Audience_Retention,Ad_CPM,Platform,Content_Type,Audience_Region,Monthly_Revenue
2,70,4.755364605092724,1,0.3509323952261598,15.015374796351344,2,74.50676108827156,4.514664847539477,Instagram,Gaming,Europe,4160.874670241477
6,28,18.27246414647219,9,0.9144418608312459,9.116787557607882,9,47.14097111148649,3.601090560344054,Instagram,Education,India,4312.126340775565
11,36,22.380069298402095,9,0.9275414471998444,15.144686432179117,5,35.488846511898444,3.408883940772563,YouTube,Gaming,India,5210.9277449649
1,13,17.566309937244856,7,0.3067025042433762,14.471375445086734,5,71.77123960445269,11.804834214595312,YouTube,Vlog,Europe,5368.720052904519
2,4,3.5977174134516936,2,0.4369994997808295,3.4858173580136307,7,60.133136143542565,7.647360711556077,Instagram,Vlog,US,3742.6872719080147
2,23,13.103852209929325,8,0.24009180896535454,9.12217945712774,7,44.3798188027822,0.9635847506597336,Instagram,Education,India,3443.371838020872
5,31,9.545133301353754,8,0.1905533475822917,1.7226603192288548,8,28.65269090879643,14.308176235614479,Twitch,Gaming,US,5991.9407196788325
10,47,18.378279665794626,3,0.9393058329625059,7.312621798709095,3,75.63545095048951,9.194385166859803,Instagram,Education,Europe,5277.20247024466
1,73,18.527339049490532,1,0.6769006320452126,1.8882511888139075,3,88.68725060556176,8.081943187531074,Instagram,Vlog,US,4036.738812129469
4,60,18.492833088718687,9,0.8567363745995281,3.6324405273757816,5,67.90933866174058,11.545204175461233,Twitch,Gaming,US,5937.854576848888
4,3,3.1598484292289637,3,0.007281970625109491,11.096759205373772,4,72.16946373663308,14.500593201720855,Twitch,Gaming,Europe,5097.895217551207
6,66,19.80157004421919,6,0.2994865685727671,6.621311667650888,7,66.13491291818278,7.141150979186877,Instagram,Education,India,4804.12080929587
2,1,1.648498761382438,6,0.0826056008874867,2.9289812424641983,2,70.57500459962718,14.254408280669725,YouTube,Gaming,US,4693.319029139212
6,3,7.02748664738866,9,0.05503905022760747,17.034091627106122,6,85.09562652233473,10.27607195568614,Instagram,Education,Europe,5242.242907250735
0,48,23.185568782247366,3,0.9857349643694521,6.185945049814217,2,46.804091539444855,3.4472662840320805,YouTube,Vlog,India,3299.260749028006
0,12,7.8410234224483615,4,0.6144147695035634,3.060682250840621,3,52.0659106567054,12.83746765088984,Instagram,Vlog,Europe,4307.621806037075
5,4,10.075675340491244,5,0.07419335566930396,14.95690566184257,6,62.41987392858918,4.580379046230907,YouTube,Vlog,Europe,4180.456723626596
7,36,20.56624368752599,7,0.7909171108292227,3.1510655860912005,2,71.44226168955859,14.905414596369456,YouTube,Education,US,6417.985589872781
10,67,2.0204717660830784,9,0.9734347163905293,11.987326818661279,8,84.23074745666196,6.792451968704087,Instagram,Vlog,Europe,5310.332901967565
6,52,6.641824142221023,2,0.17755114408367434,12.549802763403765,5,43.0359774655587,8.129347079813693,Instagram,Education,Europe,4644.713256914565
7,13,9.808654164672717,4,0.3916505799477048,9.440176997138499,1,63.54188853110313,14.07843926596723,Twitch,Gaming,US,5811.431781570392
4,67,14.187807005029146,4,0.11151523659109508,13.565821171579337,5,78.42474162362922,8.361250202821621,Twitch,Gaming,US,5610.113179094286
2,25,10.626616288069343,6,0.6276136962255628,6.218654878272342,1,44.26676884441998,3.041397896292405,Instagram,Gaming,Europe,3616.614289848056
11,5,10.555989305033435,1,0.8653370505102925,1.572251197991286,1,49.06784417843734,7.560014916432458,YouTube,Education,Europe,4316.030818671065
3,22,8.186993141124134,6,0.9307419707984581,16.990949541815276,1,34.01279626536702,14.952567084233365,Instagram,Education,India,5326.102206297969
0,59,23.40328329320397,2,0.647653167193782,15.607438100342678,3,45.13850345631981,9.768929954266785,YouTube,Education,Europe,5343.3198959959955
4,48,22.60568698849295,4,0.3781501722845455,12.056330370865197,1,87.85734541525139,6.090612832326633,YouTube,Education,Europe,5206.771226198606
3,12,9.397597556312093,2,0.0948520192965362,12.171349077785576,6,81.2037046489772,7.395326483728283,YouTube,Education,India,4224.739089159689
1,23,11.474371805383598,5,0.9644038647119471,2.5113042135351917,3,76.96363068020398,10.447918496112353,Twitch,Vlog,Europe,4137.515894315178
10,56,8.39122533613727,5,0.20455357564053922,11.848121698744412,7,93.69897190546219,14.487617854433235,YouTube,Education,US,6799.891199247377
1,4,13.25588674268279,8,0.9987408291255249,8.752036527413846,5,29.77342933170185,14.48963198056374,Instagram,Gaming,Europe,5236.504783491645
0,33,10.50858652745602,5,0.7131945204593861,8.432833243249403,5,33.61216636636769,7.831990954586807,YouTube,Gaming,US,4623.859381670498
2,54,15.27245687576927,8,0.323862385695866,2.6720595319583644,3,73.20968848129684,0.5864798944450103,Twitch,Education,US,3718.5579003125245
0,27,22.180302587434824,7,0.8147469359343985,17.010769240311134,1,94.32906523806281,10.714162014485712,Twitch,Education,US,5344.618067425977
3,28,21.82089069197304,7,0.09713577981945709,16.327367418890557,3,58.75461311854576,4.119888068767617,Twitch,Gaming,Europe,4651.785188609789
8,35,9.693325700506321,6,0.5853374136941094,17.431390800213986,8,72.90465524026743,4.292735458534251,YouTube,Education,India,4953.093553824174
1,58,5.101099201156817,1,0.3442044046524315,4.234178421268421,8,86.37942682150549,1.2492709733561655,YouTube,Vlog,Europe,3438.3100898285975
4,3,6.677944280277847,6,0.24203153957957824,6.521294906067312,7,64.23262234710035,4.583330531359565,YouTube,Gaming,US,4184.742933992711
6,48,3.682827226231592,8,0.29119158142047796,3.1698336535726224,8,55.98992893547586,0.9318853164025309,Instagram,Gaming,US,4049.1750297608924
1,63,18.819524453836934,1,0.15362069796070155,10.010602456647842,4,25.948136983234832,11.339882272353083,Instagram,Education,Europe,5126.087811936341
11,38,17.405558186897892,7,0.850300624222041,13.039166716435604,4,62.435920768854444,8.946286331418175,Twitch,Education,US,5972.17390512919
2,37,11.798181106405291,2,0.7460296405109255,5.94343176430824,6,30.036322870323744,14.964381133494829,YouTube,Vlog,India,5041.222263523923
0,9,15.144914072768703,7,0.46062497736189134,14.932643863692661,4,89.60253202798832,14.491993375578101,YouTube,Vlog,India,5159.791817764271
6,45,2.674905103001307,6,0.7602994233199141,14.380208131903633,8,56.66865557967734,7.289985004032393,YouTube,Gaming,India,5178.349828325076
5,70,2.212717784427748,6,0.24964211612451914,4.059840816938333,3,50.151372636932464,3.2432895126055885,Instagram,Education,US,4161.8189420828985
9,22,6.273418833733294,7,0.5274701434855423,10.010700838343215,2,48.733147700092054,3.4513774986180845,Twitch,Education,US,4554.894481164951
4,40,2.953110485406042,1,0.028962399671541017,12.304384505880032,6,73.50583726566077,9.191855965004187,Instagram,Education,US,4841.556452488685
5,63,17.413599965634393,2,0.4830864459077663,1.9483692132979336,6,72.71706861399404,9.197760016763345,YouTube,Gaming,US,5382.030926089899
7,15,19.60624711380475,8,0.06411497216668616,9.774617686398205,4,28.265022772962887,13.439210893637028,Instagram,Vlog,India,5123.6260436220755
9,28,5.256799712478985,7,0.4888845193205812,12.259380704585382,6,85.81431086413309,14.600311726608325,Instagram,Vlog,US,6402.824023790966
6,33,11.427667372785036,8,0.5919063857978197,15.183300999933738,8,81.38642740274844,4.0923287355076825,YouTube,Vlog,US,5003.057822566202
6,58,21.15193343888057,8,0.33786979363763214,13.382162731618957,1,78.31663354666878,2.410645350998693,YouTube,Education,Europe,4745.177322323564
5,49,24.944513624864065,7,0.9642647139713909,16.23243650691377,7,41.006993500472916,3.557382147929289,YouTube,Vlog,US,5064.529485792774
10,54,13.775062239256995,5,0.08848700446678703,13.067548113652112,8,49.93272618011362,5.087560583602908,Twitch,Education,India,4860.6534300660105
8,5,14.498653785031404,9,0.37606989899359033,16.307554325008542,8,91.28655630934048,11.128970056669694,YouTube,Education,US,6212.410336665289
5,63,15.039464847158246,6,0.1220997037805357,14.08570457290328,1,49.35048085953204,14.37120063736536,YouTube,Gaming,US,6552.777002805902
1,47,10.81202012432015,8,0.31369486550045844,5.09527919826156,6,86.85235931270473,10.893952377212758,Instagram,Vlog,India,4541.430175560467
1,3,18.444170207006138,2,0.739404089253425,5.085946488711915,8,79.02679737768761,4.9858379835695015,Twitch,Education,India,3168.626542840492
5,78,22.3749408453972,5,0.6419791942528227,9.974279140171717,2,89.8049158661945,1.0313633739866166,Instagram,Vlog,India,3558.9043195262675
3,77,8.236359755969378,8,0.8678089343234764,7.81506230717831,8,28.706805998964633,3.7051156595649357,YouTube,Vlog,US,4634.253479844584
1,34,20.869277425038028,6,0.018139937624906288,5.893302123357822,5,48.57582992114756,0.8651813780589381,YouTube,Gaming,India,3698.084128784788
7,71,22.13424735848345,2,0.9693108566047642,3.4718196859231663,1,40.92669534121789,12.048614668530124,Twitch,Gaming,US,5619.392487795547
11,27,12.489151141400821,8,0.48000140483415543,2.4759100992370673,2,79.6236333839859,5.435439742648961,YouTube,Education,Europe,4929.554832245102
7,78,22.9109562995091,3,0.636081247225147,12.918681572990627,9,85.90488075205892,7.808260758915874,Twitch,Education,US,5669.510199334794
8,40,20.860368088798356,6,0.24476394572057225,1.6284583792034077,1,90.15565609706198,1.8458673323324462,YouTube,Education,Europe,4140.733961831893
11,27,8.56997552015389,1,0.04579909728618381,17.82205690528373,6,83.7601877876574,0.5442571039054758,Twitch,Education,India,4125.591485277002
5,33,9.301506756428747,7,0.27024973002561703,17.187012190426323,7,57.91964097958967,12.694784888068245,Twitch,Education,India,5726.63055567182
10,61,15.3249611751874,8,0.49401352895735784,15.350713298101917,9,38.00058080376282,14.509342269553027,YouTube,Vlog,Europe,7061.373297208085
5,59,8.384747355793797,1,0.2750008112942004,3.663476153825229,2,88.85135018800145,5.788810333685685,YouTube,Gaming,US,4513.61624225343
9,47,10.388852225537548,2,0.19640974000432476,1.9112050477673341,1,76.71384011778699,6.123263557793619,Instagram,Education,US,4477.80445192643
11,31,4.299906614520239,9,0.36729956237538386,17.24470027534283,1,44.724008275599225,3.128695078939062,YouTube,Gaming,Europe,5095.526017779469
4,46,21.35310845196753,8,0.37047797751433276,11.853332783866453,2,69.45235538488461,11.622772566770717,YouTube,Education,Europe,5917.000215190217
5,64,7.014250944706048,4,0.5815535824772939,12.606069141109284,7,30.140058922044332,11.256164224038596,Twitch,Vlog,India,5081.136672577554
11,14,1.349478455088775,8,0.9451706845674362,6.446782983385858,1,46.523808568293376,11.020339893777289,YouTube,Gaming,US,5469.4655016054685
10,5,17.104975562623487,5,0.5043728866520514,10.046041982521725,7,74.67132392476664,11.879246659491002,Twitch,Education,US,5983.64480811511
6,25,6.162814940865957,5,0.14220775945477326,10.305048800343704,2,57.413898111029994,5.216502921914019,Instagram,Vlog,India,3788.211920375861
9,14,24.936964242876734,3,0.7119334265953381,14.432191903058007,5,81.98159150727746,4.0104641502362774,YouTube,Education,US,4959.519363799933
5,57,2.5359210087801296,4,0.5682131653343425,11.117197219014948,5,26.082180708061202,14.191592763223884,Instagram,Gaming,US,5883.385816734067
0,9,21.95460206264924,4,0.38769249474931144,2.2615002493153984,5,38.83834518910976,8.308593648545418,Instagram,Gaming,US,4283.484245172034
0,47,4.209876253322533,4,0.5457440313138927,9.421678003139808,6,60.51586496107744,14.884146073983269,Twitch,Vlog,US,5504.607864449929
1,7,17.52297801560621,4,0.904092158572878,14.266273023679236,1,33.58966154584671,11.116781107835205,YouTube,Education,India,4523.342449374372
10,48,22.064748048416387,8,0.22246377465105538,10.027181795105582,6,74.5486287293899,7.174635456244698,Instagram,Education,Europe,5604.766586600348
10,41,21.331526290237207,6,0.6301712347458942,14.652446762049587,9,83.09440952507228,12.4644598962554,Twitch,Gaming,India,6332.164205009223
10,6,15.055752498261846,9,0.5850427878157927,9.174033445023051,6,89.14380349143941,8.585245260119292,Instagram,Vlog,US,5292.614470042144
8,44,19.364045063502285,5,0.6003828624006363,15.138871258334992,9,59.62558175874452,13.564000241359603,YouTube,Gaming,US,6956.896446714949
2,47,4.964810072264135,6,0.45721670278488946,4.2612293917189925,7,35.799630475993936,2.986452842294992,Instagram,Education,India,3471.051413218199
0,48,20.656160955681695,2,0.17662622634854397,2.736019829753048,8,59.52523819522944,9.67269963359584,YouTube,Vlog,Europe,4729.167152376148
8,34,6.1704639591485435,1,0.4220845529365632,1.8519751300286051,6,26.672854136092326,6.529590380847293,YouTube,Vlog,India,3862.6176130163603
7,31,3.6674500876687413,6,0.34420880489386085,9.816251623555404,8,38.239305473070985,6.981572923757362,YouTube,Vlog,Europe,4854.832389794754
5,5,1.2252120552986572,6,0.7162597501031567,2.9750847544883863,9,66.57313541854208,2.0347364659786953,YouTube,Vlog,India,3154.604809405298
8,36,18.792403435575288,9,0.47886409229816906,9.605269023078126,3,83.28518187197234,8.682162505306604,YouTube,Vlog,US,5846.982051685705
4,36,24.31170280775379,5,0.30144800380359926,13.464634835807368,1,44.16879754039122,3.8082962538139444,YouTube,Vlog,India,4043.9788858389416
2,68,14.210493355552797,9,0.059605389797457886,2.7946349940033337,1,84.5739808506192,6.942801493403746,Instagram,Education,Europe,4588.430355615157
5,26,7.967875240296128,5,0.1248107385205206,5.155279272873364,5,94.78930400405237,14.36032676597974,Instagram,Gaming,India,5286.6585661993895
3,3,23.031644313262035,3,0.6729719365352278,4.572283900427534,9,44.70053077841524,5.9178616784603095,YouTube,Vlog,Europe,3933.7977264755455
4,55,23.35833097170595,6,0.27448635911328767,14.124058673574988,4,93.48468081620145,14.447210420867187,YouTube,Vlog,US,6473.295037823541
7,14,11.579852107922406,3,0.5273109253635389,6.261593861902891,2,70.29054136559435,14.466096785627805,Instagram,Vlog,India,4849.80500142878
5,67,3.5410824089182826,4,0.9000729964803775,1.2932603007293362,2,64.73787343306122,5.35608122713121,Twitch,Gaming,India,3673.7702469552014
0,42,3.7760964068034797,7,0.427430560171858,17.961970376583533,3,70.00740375642145,13.61520103472569,Twitch,Gaming,India,5446.724784464827
2,56,16.919095263414846,3,0.9328033123048488,1.5616568782398361,2,37.61117137137401,2.6022570730771317,Instagram,Education,India,2900.35939455622
7,45,16.75332185421111,3,0.3801949625362032,9.842364922809052,5,71.94026846158235,6.407753853776789,YouTube,Vlog,Europe,5023.29601205998
5,57,4.904029975294693,5,0.6850623268521708,17.220406504964973,1,60.44093856937699,9.197631886786183,YouTube,Education,India,5206.287225132375
7,4,12.993379770167358,5,0.36666568024285295,11.871516435241904,4,43.54961462641665,1.681049939737119,Instagram,Education,India,3280.17422973765
6,56,21.45558084073024,8,0.2018666503736164,9.287258871149467,3,55.69490977750123,2.511785447696163,Instagram,Education,Europe,4572.710521185682
6,18,21.211859659629532,7,0.7009015396018999,12.261638838707768,1,52.34667607449127,1.1280641073270896,Instagram,Gaming,US,4058.8358194524053
5,17,23.90975568087277,8,0.2432738409011711,16.158879377845427,3,32.30451506295625,10.55004560747757,Instagram,Gaming,US,5934.573000842886
8,29,15.138660306951962,2,0.9172040025767181,6.052952211728667,2,26.38447905655638,2.3681388393595557,Twitch,Gaming,India,3592.1529656850867
9,18,16.15419943376704,1,0.7921228421909959,3.6343221236430123,9,91.3893874259365,8.127622359379194,Instagram,Gaming,US,4996.496082129188
10,20,2.177474003069717,4,0.0458353607058668,14.934876348503774,1,42.58713190016047,1.5812149767828667,Instagram,Gaming,India,3774.6952455603187
4,8,23.8104816351154,5,0.3303814708414259,5.33129062420722,5,63.17639576329563,9.901423649289688,YouTube,Vlog,India,4410.405479269337
10,78,22.337188362646312,4,0.4541651757695324,10.578451863642538,7,86.95423110119646,5.9838538042939975,Instagram,Education,India,5017.518928917091
6,4,13.855496080015616,6,0.9477566904586434,16.221349433775544,9,90.82109004457143,12.149565946927783,YouTube,Gaming,Europe,5791.419360115289
5,54,11.909195757707408,6,0.05613101828685352,8.281636404428173,4,63.638291404085265,4.8522808585488635,YouTube,Education,India,4250.276462706156
1,77,22.219393756349497,5,0.6992920135179316,6.889293929163293,7,87.34941376745851,0.5752865483683929,YouTube,Gaming,India,3837.752479076052
8,51,24.075423923128234,3,0.584266773938584,5.873092777608424,1,48.220831049974066,3.626870902079632,Twitch,Education,Europe,4371.717100185416
5,14,1.4513310390150398,6,0.31342009013623906,5.5621505746213975,8,63.5388956633431,3.3415496060685697,YouTube,Education,Europe,3895.313352932192
11,14,15.005433630432634,1,0.3634435375166353,12.116826627991877,4,54.23207331726255,6.947316011215133,YouTube,Gaming,India,4726.571028878989
5,45,21.518743528778067,3,0.4279773167844789,10.111266610955562,4,38.460445169445464,7.351875389585949,Instagram,Gaming,India,4730.6799791914145
2,43,23.412851205300278,5,0.5939898732898894,1.2693369006071147,1,93.7765553410697,3.942511422143385,Twitch,Gaming,India,3809.0028494670096
10,8,8.663852229303522,6,0.7128365887062094,10.283288584331014,4,90.607776049044,7.699046145024295,Instagram,Vlog,Europe,4656.099459557029
4,12,23.105446283424694,2,0.46723767300250285,10.618699896346241,8,48.160467859739015,1.098761793115146,YouTube,Gaming,Europe,3907.108602489383
6,20,19.724859530258872,1,0.9236526329008423,10.720016022662922,5,69.21102510607595,7.9473858064108365,YouTube,Gaming,US,4968.275065499958
9,57,7.357501347096496,2,0.6122066190199213,7.775273852439189,7,37.260443962513634,12.733160178857727,YouTube,Education,US,6059.398031293454
3,52,2.3642764979718747,8,0.17384836524863,12.28046706313793,1,86.33835654050924,13.301655530142504,Twitch,Education,India,5151.979923106857
10,27,14.195343817457935,1,0.8085016504739464,17.453167450272847,3,60.89322137173386,8.819222892695255,Instagram,Gaming,US,5547.632915715925
10,72,18.467222795434555,3,0.8098726923905536,4.188467578227867,4,29.892656612008896,4.779908824899787,YouTube,Gaming,India,4540.529356182588
7,30,21.422272254428293,4,0.05259745633099877,10.706511244323757,3,77.65333311912818,2.8001213430495024,YouTube,Gaming,Europe,4733.094596125674
11,65,6.262965589115948,9,0.4004533824648403,16.684515917608515,5,43.77190105071617,12.797942112288508,Instagram,Gaming,US,6897.545691420809
10,7,22.074171539549262,9,0.2953542101034844,17.87834892066679,5,31.972260682187535,7.223640479222839,Instagram,Education,Europe,5717.27620493561
1,24,8.38912477710843,9,0.23999510283506087,2.7353299783928002,8,65.48830285648737,4.940235130011468,Instagram,Education,Europe,4084.6833717595455
3,40,18.617559007181548,3,0.46855945004242816,4.665517881195144,8,78.78998165268592,13.22468179577096,Twitch,Education,Europe,5736.541233256625
4,58,17.830437832611437,1,0.9864895818298669,13.059014435053985,6,61.0847061215309,9.530330385645051,YouTube,Gaming,Europe,5368.614575343502
0,70,15.682942848452477,7,0.49770591225670036,3.1351529765654185,5,56.20221234372494,5.06722352983567,YouTube,Vlog,India,3782.2540867093626
8,29,7.473923646585994,5,0.8012112690407165,14.723373636937854,9,46.48023484267959,1.2058227649536701,Twitch,Gaming,India,4128.05012282435
5,64,24.086086582818766,8,0.8004260150395128,16.36250323958114,5,80.92808967698878,5.535164039137495,Instagram,Education,Europe,5265.004156079076
2,38,15.429490192638532,9,0.5844176572830402,1.188415919966575,7,43.60259055624135,2.1974886494945176,Instagram,Vlog,US,3975.631492839021
0,41,3.6985079170091195,9,0.11718047299426948,10.073627149516728,6,81.17321280034768,4.93104961613253,Twitch,Gaming,US,4487.167947321352
4,52,13.110915895708139,2,0.10844758818068001,14.282199164917925,3,84.16615010764318,10.487882445140547,Instagram,Vlog,India,5081.500662970373
6,79,7.669100320821087,9,0.6010052929280276,6.015033962310312,2,30.135963363265052,8.684930659636485,Instagram,Education,India,4750.513470463051
2,78,10.753187010862487,6,0.24720017617264234,13.197946834582856,8,44.77726469366492,4.185539329788211,YouTube,Vlog,India,4459.610207721591
4,61,10.126605535143074,1,0.9594051218408672,4.089137290516827,6,77.73613497599686,9.149576337286009,Instagram,Gaming,India,4303.563261909868
9,79,3.239591959120716,3,0.6496264638579415,1.5454860753118556,6,56.93896404843466,8.991832877791914,YouTube,Gaming,India,4876.933298800309
3,19,1.1306561425784132,4,0.1715473845102825,3.882111666008742,3,65.02478129539267,8.603090823569312,YouTube,Gaming,US,4480.324788124478
2,4,21.689895143996885,3,0.8164562163715583,8.611871285289391,3,45.74478637664993,13.883169435810247,Twitch,Vlog,India,4345.327331984845
2,69,14.60559432430183,3,0.8849455547898766,7.891134267445375,4,37.85726916103332,7.034108495977405,Twitch,Vlog,Europe,4286.403787730159
4,30,8.51502587914347,4,0.9083548539047036,6.785663199701268,2,69.78570306424743,3.1023788575315643,YouTube,Education,Europe,4078.211923195693
6,17,23.172098247283127,2,0.6731154783553944,2.946299704644867,5,63.2231966168998,9.10499929662847,Twitch,Gaming,US,5067.718515691481
1,24,19.069890586558692,8,0.24564415745475288,10.154933515276563,5,30.19187384509242,9.268202900636734,Instagram,Gaming,India,4576.878298111328
3,66,24.108895017571747,4,0.02959126911700727,15.70376908380436,7,35.619118143364375,1.7156418982938137,Twitch,Vlog,US,4487.780176193588
7,51,13.180014919449134,6,0.6542272644138022,6.5932803055465685,4,79.42120359490431,3.082691229366989,YouTube,Gaming,US,4755.6641107885525
1,47,2.747532003492007,7,0.41304215941417444,4.125616226649715,5,77.7481098599302,0.8227219629726028,YouTube,Gaming,US,3778.523640227162
0,58,13.836961332375708,2,0.21100960118135914,11.957810401450738,7,60.81908437624632,2.32819283621611,YouTube,Gaming,India,3778.9450474918326
0,54,14.425948918575955,7,0.5396521101860936,3.7800875195996473,1,44.345540350038384,10.020117839928556,YouTube,Education,US,5003.798767464032
0,14,9.843710606204098,7,0.4591712721488408,3.617095638424926,4,29.777919877326596,7.0073145190458845,Instagram,Education,Europe,3859.956765002834
3,19,7.1142928937972005,4,0.6611974685843226,3.97640487085392,5,70.49660626079812,4.524499071936207,Twitch,Gaming,Europe,3764.2394652988637
8,55,5.792285045516369,7,0.12768511624562418,16.41408278942346,8,39.31122906877327,8.290723471564544,Twitch,Gaming,US,5955.771086708357
10,41,24.50868748479064,7,0.996216947493887,15.468545131819196,3,35.2704870400155,8.056361094232408,Instagram,Education,India,5637.690216981834
2,27,15.34827779079344,2,0.7401332545884174,6.453805868190116,4,57.36843299184119,14.158734588160584,Twitch,Gaming,US,5458.457443698503
1,40,6.884124349253081,8,0.18192724101681268,7.2225853566466025,6,80.57479782887367,9.074036333961697,Instagram,Gaming,India,4585.778056271032
6,25,6.7250171757642585,4,0.5711471149864187,1.9012934480247257,5,26.515782915201694,6.92276061785453,YouTube,Education,India,3957.4405092503875
7,73,11.792759465301295,5,0.21585068596349755,13.892977727033246,7,35.115236073062626,14.47774764430359,YouTube,Gaming,India,6143.873939497452
11,7,2.524597007582053,2,0.8010642608602655,14.916316237231664,8,78.05937980563388,1.3967795176299178,YouTube,Education,Europe,4125.815111845107
0,78,9.099286155306405,2,0.9827814741971821,5.228724762196334,6,77.79351108614267,12.447278387603971,YouTube,Gaming,India,4856.311157158116
5,21,21.608346379430788,5,0.3707396461426914,4.607504635751859,9,48.90506310821671,14.973590216222837,YouTube,Education,India,6155.656716867304
7,39,1.1497242005197563,2,0.5210800782424188,6.3623705610487615,9,49.08281460614177,3.720430389783648,YouTube,Education,India,3960.657351865505
3,55,10.206012536042739,9,0.21363988301651382,5.462107836176368,5,70.50757959324932,13.685247293002744,YouTube,Education,US,6298.341512944431
3,17,4.799465308833923,6,0.45389315551699927,9.603853074172259,2,62.04808148148661,10.826163399495014,Instagram,Education,Europe,4879.826484819279
7,70,7.133340999782118,2,0.7001708461459744,15.855079044208287,5,30.00805638008538,2.800787991713816,YouTube,Education,US,4647.911319496146
3,43,18.355467389413537,6,0.6181167692429204,7.557944592348959,6,30.82785258043559,6.063888105343783,Instagram,Vlog,India,4161.752333646011
7,29,6.354897615139078,7,0.2986299823501981,4.576122398650538,3,32.342165767301964,8.793643204518819,Twitch,Education,India,4547.554567043058
5,41,11.29025668546542,8,0.6562861629835167,11.873226943689748,4,63.017861738071964,6.929929524063398,YouTube,Gaming,India,4856.891986181853
4,72,19.844326556393213,9,0.35670434181529664,10.58646622858777,6,44.8342586677806,0.8340869884077167,Twitch,Gaming,India,4215.623749253865
6,75,10.877336267408095,1,0.7151047847459101,14.248406178905823,9,91.69673719135324,1.8154231955075875,YouTube,Gaming,India,4408.080980921827
3,70,5.182361871163893,6,0.35767705829059027,1.6291257438625406,5,46.90050928438626,10.335785848486644,Instagram,Gaming,Europe,4854.587970489119
4,46,18.866794844958555,8,0.4426316819649351,2.529730743163932,5,53.52568735954043,10.315654243057542,Twitch,Education,India,5163.8767944433985
6,30,19.597279868129824,2,0.9741891500431143,4.46192871825137,8,57.14882251373977,6.863329650235314,Instagram,Gaming,Europe,4831.176964096213
4,17,9.800058680769766,1,0.9887035771150748,3.2522962592429767,3,59.371191523693135,13.922213643424064,YouTube,Gaming,India,4810.713652451966
4,42,1.3109584362351665,4,0.5262161910131202,5.224334992970529,8,27.64588573875093,10.981996088632272,YouTube,Vlog,US,5011.008713088714
4,48,8.58573471181975,3,0.583340973462456,7.184106552541105,8,67.1441540495866,5.904171444313254,YouTube,Gaming,India,4541.699114769499
9,45,2.1740385028469706,7,0.7319636054090951,6.3663066482097355,6,65.6670245492474,10.23704053645871,YouTube,Education,India,5445.670103786677
11,47,10.201985704019474,9,0.05093070148451284,10.071846120313731,7,32.4330550960481,7.564921363683702,YouTube,Education,US,6210.242337091722
6,66,4.69428157957777,7,0.5055176314285267,16.76492314491201,3,76.47615301093805,6.688541710750981,Instagram,Gaming,Europe,5289.4335409254745
11,14,23.39362141245094,9,0.23625647224370427,7.425538645901413,4,55.320683437512685,9.742721541863293,Instagram,Education,Europe,5723.957225434954
2,71,21.516208695050523,3,0.6488669160105289,8.893914255890017,9,59.01199506421697,12.519120064982552,YouTube,Gaming,US,6277.007817801265
8,38,22.375140676624582,4,0.06289325048058791,3.200265599489841,4,82.27609263271479,4.741480636788279,YouTube,Gaming,Europe,4913.26017617951
11,1,10.353119987410725,2,0.9224581902744801,12.065960387282608,6,39.776703476565906,10.637083321811929,Instagram,Education,India,4556.603199615415
11,51,20.800861835463706,9,0.4839488758271706,13.156692319222465,2,69.72425141477464,8.209492187445445,YouTube,Vlog,India,5631.062173714376
0,26,18.30999112410925,4,0.061448116592551116,13.675997590412733,6,50.008393877797765,11.165110101244407,YouTube,Gaming,Europe,5567.714789887128
5,8,4.420561134477605,8,0.8610192610059052,3.9745304698167936,1,42.85929038779527,5.16336553857465,Twitch,Gaming,Europe,4070.672987021589
5,6,10.719043736621572,2,0.5573513835876333,14.571079434484844,8,55.53121348105735,10.854970914702047,Instagram,Gaming,Europe,4883.019637044589
2,32,5.6840469195872005,7,0.8866235707779666,8.304697111984446,2,63.566177399696066,12.455461760379064,YouTube,Education,Europe,5285.745153272723
4,79,15.565912419164494,7,0.21941715068319478,6.226938949144353,3,47.67457556717697,1.3263093806972301,YouTube,Gaming,Europe,4359.342879433289
10,29,2.975728910155996,9,0.6449507842089592,12.68429609928997,1,89.1896293046332,14.35277203831574,Instagram,Education,India,5906.396178509589
2,60,4.210637359756941,3,0.714439110662066,13.890039266520212,7,48.551676310741634,10.690692503614803,YouTube,Vlog,US,5404.424427117861
11,68,22.79875271343238,3,0.6046485545318947,13.800066120771652,5,89.95624398853786,10.649716895308883,YouTube,Education,US,6498.530876338671
0,7,17.847294144799534,6,0.4684798150550187,10.651633394276402,9,67.11581890626903,10.934535253719126,YouTube,Vlog,US,5189.352099697881
7,39,12.843030326201214,3,0.8276103140242291,6.657230087166824,9,86.31248667203059,0.5371909984011807,Twitch,Gaming,India,3669.8823565822836
8,59,14.26667113086628,8,0.5843917029078133,14.102833205907265,2,44.32878111866199,6.061336243270264,YouTube,Education,India,5126.21918875516
8,52,23.29926440080375,3,0.12998609752830892,17.29448379568913,8,70.82660229861442,3.1617734248912517,Instagram,Education,India,4532.780598383409
11,6,10.616541425279678,3,0.9707833943997278,13.56977690821998,8,47.084927222120115,7.995987013816455,YouTube,Gaming,US,5300.6461201217235
